[NNS] ||| not ||| nos ||| PPDB2.0Score=4.59347 PPDB1.0Score=17.576980 -logp(LHS|e1)=9.86342 -logp(LHS|e2)=1.83969 -logp(e1|LHS)=13.66477 -logp(e1|e2)=5.77934 -logp(e1|e2,LHS)=6.12672 -logp(e2|LHS)=11.65934 -logp(e2|e1)=11.79764 -logp(e2|e1,LHS)=4.12130 AGigaSim=0.02454 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.015133 Exclusion=0.002291 GlueRule=0 GoogleNgramSim=0.33111 Identity=0 Independent=0.737682 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.007458 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.237435 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98261 TargetFormality=0.98234 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[ADJP] ||| little less ||| less ||| PPDB2.0Score=5.01516 PPDB1.0Score=13.155530 -logp(LHS|e1)=1.25954 -logp(LHS|e2)=3.40918 -logp(e1|LHS)=12.74559 -logp(e1|e2)=9.53656 -logp(e1|e2,LHS)=6.72120 -logp(e2|LHS)=8.97763 -logp(e2|e1)=3.61897 -logp(e2|e1,LHS)=2.95324 Abstract=0 Adjacent=0 CharCountDiff=-7 CharLogCR=-1.01160 ContainsX=0 Equivalence=0.020233 Exclusion=0.034644 GlueRule=0 Identity=0 Independent=0.249044 Lex(e1|e2)=3.30152 Lex(e2|e1)=9.17396 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.320801 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.375278 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.98496 TargetFormality=0.91028 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-1.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[VP] ||| come now ||| came ||| PPDB2.0Score=4.98678 PPDB1.0Score=21.298420 -logp(LHS|e1)=1.15317 -logp(LHS|e2)=2.85652 -logp(e1|LHS)=14.98401 -logp(e1|e2)=13.27922 -logp(e1|e2,LHS)=12.24016 -logp(e2|LHS)=11.42733 -logp(e2|e1)=8.01920 -logp(e2|e1,LHS)=8.68348 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.69315 ContainsX=0 Equivalence=0.049467 Exclusion=0.000329 GlueRule=0 Identity=0 Independent=0.249081 Lex(e1|e2)=8.76825 Lex(e2|e1)=12.30705 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.006153 PhrasePenalty=1 RarityPenalty=0.00012 ForwardEntailment=0.694971 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=1.00000 TargetFormality=0.99148 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[VP] ||| coming now ||| came ||| PPDB2.0Score=4.98678 PPDB1.0Score=19.672260 -logp(LHS|e1)=0.28768 -logp(LHS|e2)=2.85652 -logp(e1|LHS)=16.61232 -logp(e1|e2)=13.71304 -logp(e1|e2,LHS)=12.51440 -logp(e2|LHS)=11.42733 -logp(e2|e1)=5.95922 -logp(e2|e1,LHS)=7.32941 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.91629 ContainsX=0 Equivalence=0.077752 Exclusion=0.000588 GlueRule=0 Identity=0 Independent=0.238617 Lex(e1|e2)=10.17144 Lex(e2|e1)=15.16892 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.006504 PhrasePenalty=1 RarityPenalty=0.00005 ForwardEntailment=0.676538 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.97347 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-0.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[ADJP] ||| still greater ||| greater ||| PPDB2.0Score=4.98597 PPDB1.0Score=9.303670 -logp(LHS|e1)=0.01953 -logp(LHS|e2)=3.26629 -logp(e1|LHS)=11.99743 -logp(e1|e2)=7.96734 -logp(e1|e2,LHS)=6.46063 -logp(e2|LHS)=8.61319 -logp(e2|e1)=1.33633 -logp(e2|e1,LHS)=3.07639 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.61904 ContainsX=0 Equivalence=0.207572 Exclusion=0.004498 GlueRule=0 Identity=0 Independent=0.083787 Lex(e1|e2)=4.30598 Lex(e2|e1)=9.72972 Lexical=1 LogCount=2.30259 MVLSASim=NA Monotonic=1 OtherRelated=0.515370 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.188773 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=1.00000 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=1.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[ADJP] ||| most common ||| common ||| PPDB2.0Score=4.97958 PPDB1.0Score=17.741500 -logp(LHS|e1)=0.09772 -logp(LHS|e2)=4.20239 -logp(e1|LHS)=9.16339 -logp(e1|e2)=11.03446 -logp(e1|e2,LHS)=6.86053 -logp(e2|LHS)=8.94065 -logp(e2|e1)=6.70704 -logp(e2|e1,LHS)=6.63778 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.60614 ContainsX=0 Equivalence=0.002507 Exclusion=0.061583 GlueRule=0 Identity=0 Independent=0.350982 Lex(e1|e2)=6.96471 Lex(e2|e1)=11.89831 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.135768 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.449159 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.98654 TargetFormality=0.97110 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=1.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[ADJP] ||| still less ||| less ||| PPDB2.0Score=4.97820 PPDB1.0Score=17.397500 -logp(LHS|e1)=1.93299 -logp(LHS|e2)=3.40918 -logp(e1|LHS)=13.38092 -logp(e1|e2)=11.63849 -logp(e1|e2,LHS)=9.04594 -logp(e2|LHS)=8.97763 -logp(e2|e1)=5.75901 -logp(e2|e1,LHS)=4.64265 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.91629 ContainsX=0 Equivalence=0.200605 Exclusion=0.065578 GlueRule=0 Identity=0 Independent=0.150562 Lex(e1|e2)=6.10780 Lex(e2|e1)=12.93728 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.413245 PhrasePenalty=1 RarityPenalty=0.01832 ReverseEntailment=0.170010 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.98867 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-0.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[ADJP] ||| very high ||| highest ||| PPDB2.0Score=4.97588 PPDB1.0Score=14.779330 -logp(LHS|e1)=0.14892 -logp(LHS|e2)=3.70131 -logp(e1|LHS)=8.51928 -logp(e1|e2)=8.26289 -logp(e1|e2,LHS)=5.31761 -logp(e2|LHS)=10.32522 -logp(e2|e1)=6.51644 -logp(e2|e1,LHS)=7.12356 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.25131 ContainsX=0 Equivalence=0.305659 Exclusion=0.037751 GlueRule=0 Identity=0 Independent=0.093018 Lex(e1|e2)=6.21684 Lex(e2|e1)=9.80369 Lexical=1 LogCount=2.48491 MVLSASim=NA Monotonic=1 OtherRelated=0.384798 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.178774 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.98328 TargetFormality=0.99148 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=3.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[ADJP] ||| very different ||| different ||| PPDB2.0Score=4.97083 PPDB1.0Score=11.228070 -logp(LHS|e1)=0.16605 -logp(LHS|e2)=3.22587 -logp(e1|LHS)=8.96235 -logp(e1|e2)=7.60086 -logp(e1|e2,LHS)=4.44599 -logp(e2|LHS)=8.04852 -logp(e2|e1)=3.62721 -logp(e2|e1,LHS)=3.53217 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.44183 ContainsX=0 Equivalence=0.004055 Exclusion=0.120766 GlueRule=0 Identity=0 Independent=0.169144 Lex(e1|e2)=1.65311 Lex(e2|e1)=8.60224 Lexical=1 LogCount=3.95124 MVLSASim=NA Monotonic=1 OtherRelated=0.058998 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.647037 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.96941 TargetFormality=0.97889 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=2.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[ADVP] ||| well then ||| well ||| PPDB2.0Score=4.96486 PPDB1.0Score=9.539960 -logp(LHS|e1)=0.15882 -logp(LHS|e2)=1.45012 -logp(e1|LHS)=11.43188 -logp(e1|e2)=8.07915 -logp(e1|e2,LHS)=6.77894 -logp(e2|LHS)=6.10484 -logp(e2|e1)=1.46081 -logp(e2|e1,LHS)=1.45190 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.81093 ContainsX=0 Equivalence=0.220480 Exclusion=0.000599 GlueRule=0 Identity=0 Independent=0.213848 Lex(e1|e2)=5.14505 Lex(e2|e1)=9.93140 Lexical=1 LogCount=2.70805 MVLSASim=NA Monotonic=1 OtherRelated=0.408334 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.156738 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=1.00000 TargetFormality=0.88720 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[ADJP] ||| very large ||| largest ||| PPDB2.0Score=4.95756 PPDB1.0Score=19.103590 -logp(LHS|e1)=0.04228 -logp(LHS|e2)=4.98885 -logp(e1|LHS)=9.08539 -logp(e1|e2)=10.73629 -logp(e1|e2,LHS)=5.39283 -logp(e2|LHS)=11.66298 -logp(e2|e1)=8.36730 -logp(e2|e1,LHS)=7.97042 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.35667 ContainsX=0 Equivalence=0.104930 Exclusion=0.001767 GlueRule=0 Identity=0 Independent=0.036007 Lex(e1|e2)=6.13221 Lex(e2|e1)=9.33243 Lexical=1 LogCount=1.79176 MVLSASim=NA Monotonic=1 OtherRelated=0.206767 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.650529 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.96847 TargetFormality=0.98480 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=2.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[VP] ||| came ||| come , come ||| PPDB2.0Score=4.94307 PPDB1.0Score=19.190440 -logp(LHS|e1)=2.85652 -logp(LHS|e2)=1.99243 -logp(e1|LHS)=11.42733 -logp(e1|e2)=6.95175 -logp(e1|e2,LHS)=7.96129 -logp(e2|LHS)=15.85018 -logp(e2|e1)=12.23869 -logp(e2|e1,LHS)=12.38414 Abstract=0 Adjacent=0 CharCountDiff=7 CharLogCR=1.01160 ContainsX=0 Equivalence=0.019828 Exclusion=0.000250 GlueRule=0 Identity=0 Independent=0.439321 Lex(e1|e2)=9.86519 Lex(e2|e1)=7.94997 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.016052 PhrasePenalty=1 RarityPenalty=0.00034 ReverseEntailment=0.524549 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98383 TargetFormality=0.91808 TargetTerminalsButNoSource=0 TargetWords=3 UnalignedSource=0 UnalignedTarget=1 WordCountDiff=2 WordLenDiff=-1.00000 WordLogCR=1.09861 ||| 0-0 0-1 0-2 ||| ReverseEntailment
[ADJP] ||| far greater ||| greater ||| PPDB2.0Score=4.91624 PPDB1.0Score=13.131750 -logp(LHS|e1)=0.00525 -logp(LHS|e2)=3.26629 -logp(e1|LHS)=10.54309 -logp(e1|e2)=9.16136 -logp(e1|e2,LHS)=6.19564 -logp(e2|LHS)=8.61319 -logp(e2|e1)=3.97039 -logp(e2|e1,LHS)=4.26574 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.45199 ContainsX=0 Equivalence=0.110528 Exclusion=0.025383 GlueRule=0 Identity=0 Independent=0.114560 Lex(e1|e2)=3.81824 Lex(e2|e1)=10.35788 Lexical=1 LogCount=2.94444 MVLSASim=NA Monotonic=1 OtherRelated=0.480832 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.268697 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.99483 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=2.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[VP] ||| comes here ||| came ||| PPDB2.0Score=4.90101 PPDB1.0Score=17.929280 -logp(LHS|e1)=0.96684 -logp(LHS|e2)=2.85652 -logp(e1|LHS)=15.66785 -logp(e1|e2)=12.02974 -logp(e1|e2,LHS)=11.04530 -logp(e2|LHS)=11.42733 -logp(e2|e1)=5.89954 -logp(e2|e1,LHS)=6.80477 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.91629 ContainsX=0 Equivalence=0.006980 Exclusion=0.003305 GlueRule=0 Identity=0 Independent=0.429943 Lex(e1|e2)=8.69102 Lex(e2|e1)=13.20650 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.055108 PhrasePenalty=1 RarityPenalty=0.00005 ForwardEntailment=0.504664 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.95180 TargetFormality=0.95337 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-0.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[VP] ||| came here ||| came ||| PPDB2.0Score=4.90101 PPDB1.0Score=7.575490 -logp(LHS|e1)=1.39629 -logp(LHS|e2)=2.85652 -logp(e1|LHS)=13.26492 -logp(e1|e2)=5.43665 -logp(e1|e2,LHS)=4.37320 -logp(e2|LHS)=11.42733 -logp(e2|e1)=2.13884 -logp(e2|e1,LHS)=2.53560 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.81093 ContainsX=0 Equivalence=0.004881 Exclusion=0.003413 GlueRule=0 Identity=0 Independent=0.438863 Lex(e1|e2)=5.23449 Lex(e2|e1)=7.29192 Lexical=1 LogCount=2.83321 MVLSASim=NA Monotonic=1 OtherRelated=0.039141 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.513702 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.95909 TargetFormality=0.89085 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[VP] ||| come here ||| came ||| PPDB2.0Score=4.90101 PPDB1.0Score=13.584330 -logp(LHS|e1)=0.47853 -logp(LHS|e2)=2.85652 -logp(e1|LHS)=10.56539 -logp(e1|e2)=7.55019 -logp(e1|e2,LHS)=5.77811 -logp(e2|LHS)=11.42733 -logp(e2|e1)=6.03414 -logp(e2|e1,LHS)=6.64004 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.81093 ContainsX=0 Equivalence=0.004912 Exclusion=0.002978 GlueRule=0 Identity=0 Independent=0.432820 Lex(e1|e2)=6.34795 Lex(e2|e1)=7.58178 Lexical=1 LogCount=2.30259 MVLSASim=NA Monotonic=1 OtherRelated=0.059333 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.499957 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.97426 TargetFormality=0.97001 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[VP] ||| coming here ||| came ||| PPDB2.0Score=4.90101 PPDB1.0Score=16.736050 -logp(LHS|e1)=1.03609 -logp(LHS|e2)=2.85652 -logp(e1|LHS)=14.08089 -logp(e1|e2)=10.60502 -logp(e1|e2,LHS)=8.40298 -logp(e2|LHS)=11.42733 -logp(e2|e1)=6.13103 -logp(e2|e1,LHS)=5.74942 Abstract=0 Adjacent=0 CharCountDiff=-7 CharLogCR=-1.01160 ContainsX=0 Equivalence=0.008334 Exclusion=0.006037 GlueRule=0 Identity=0 Independent=0.421226 Lex(e1|e2)=6.65118 Lex(e2|e1)=8.99426 Lexical=1 LogCount=1.79176 MVLSASim=NA Monotonic=1 OtherRelated=0.081341 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.483063 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.96313 TargetFormality=0.99258 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-1.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[ADJP] ||| exactly right ||| exactly ||| PPDB2.0Score=4.89788 PPDB1.0Score=15.573630 -logp(LHS|e1)=0.26913 -logp(LHS|e2)=4.00310 -logp(e1|LHS)=13.65004 -logp(e1|e2)=10.98629 -logp(e1|e2,LHS)=11.53940 -logp(e2|LHS)=10.98507 -logp(e2|e1)=4.58734 -logp(e2|e1,LHS)=8.87442 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.61904 ContainsX=0 Equivalence=0.023753 Exclusion=0.013112 GlueRule=0 Identity=0 Independent=0.426956 Lex(e1|e2)=8.36963 Lex(e2|e1)=9.77123 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.472727 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.063452 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.93347 TargetFormality=0.62096 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=1.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[ADJP] ||| even greater ||| greater ||| PPDB2.0Score=4.88969 PPDB1.0Score=8.876990 -logp(LHS|e1)=0.01930 -logp(LHS|e2)=3.26629 -logp(e1|LHS)=9.11145 -logp(e1|e2)=6.31112 -logp(e1|e2,LHS)=3.99278 -logp(e2|LHS)=8.61319 -logp(e2|e1)=2.56587 -logp(e2|e1,LHS)=3.49450 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.53900 ContainsX=0 Equivalence=0.167373 Exclusion=0.011899 GlueRule=0 Identity=0 Independent=0.079211 Lex(e1|e2)=3.84451 Lex(e2|e1)=7.89902 Lexical=1 LogCount=4.06044 MVLSASim=NA Monotonic=1 OtherRelated=0.435008 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.306508 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.99334 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=1.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[ADJP] ||| very small ||| smallest ||| PPDB2.0Score=4.88844 PPDB1.0Score=15.651030 -logp(LHS|e1)=0.06422 -logp(LHS|e2)=3.22295 -logp(e1|LHS)=8.99092 -logp(e1|e2)=7.60462 -logp(e1|e2,LHS)=4.74056 -logp(e2|LHS)=12.59144 -logp(e2|e1)=8.04641 -logp(e2|e1,LHS)=8.34109 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.22314 ContainsX=0 Equivalence=0.010108 Exclusion=0.079386 GlueRule=0 Identity=0 Independent=0.174066 Lex(e1|e2)=9.53516 Lex(e2|e1)=11.24857 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.346082 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.390358 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.96596 TargetFormality=0.97166 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=3.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[ADVP] ||| well now ||| well ||| PPDB2.0Score=4.86994 PPDB1.0Score=14.205790 -logp(LHS|e1)=0.44056 -logp(LHS|e2)=1.45012 -logp(e1|LHS)=13.81998 -logp(e1|e2)=11.46525 -logp(e1|e2,LHS)=10.28030 -logp(e2|LHS)=6.10484 -logp(e2|e1)=2.74054 -logp(e2|e1,LHS)=2.56515 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.69315 ContainsX=0 Equivalence=0.060104 Exclusion=0.002669 GlueRule=0 Identity=0 Independent=0.394257 Lex(e1|e2)=9.14546 Lex(e2|e1)=11.38515 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.418897 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.124073 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.97833 TargetFormality=0.71911 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0.50000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[ADJP] ||| even less ||| less ||| PPDB2.0Score=4.86707 PPDB1.0Score=13.055970 -logp(LHS|e1)=1.29149 -logp(LHS|e2)=3.40918 -logp(e1|LHS)=11.57984 -logp(e1|e2)=8.88793 -logp(e1|e2,LHS)=6.52844 -logp(e2|LHS)=8.97763 -logp(e2|e1)=4.16804 -logp(e2|e1,LHS)=3.92623 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.81093 ContainsX=0 Equivalence=0.230395 Exclusion=0.021437 GlueRule=0 Identity=0 Independent=0.120161 Lex(e1|e2)=3.28849 Lex(e2|e1)=9.49941 Lexical=1 LogCount=1.79176 MVLSASim=NA Monotonic=1 OtherRelated=0.386660 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.241347 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.98689 TargetFormality=0.99168 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
[NP] ||| any thing ||| anything ||| PPDB2.0Score=4.86190 PPDB1.0Score=7.955860 -logp(LHS|e1)=0.00593 -logp(LHS|e2)=0.15916 -logp(e1|LHS)=16.07760 -logp(e1|e2)=7.02878 -logp(e1|e2,LHS)=6.74536 -logp(e2|LHS)=10.12913 -logp(e2|e1)=0.92708 -logp(e2|e1,LHS)=0.79690 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.11778 ContainsX=0 Equivalence=0.371273 Exclusion=0.029941 GlueRule=0 Identity=0 Independent=0.092591 Lex(e1|e2)=7.14707 Lex(e2|e1)=11.25498 Lexical=1 LogCount=2.39790 MVLSASim=NA Monotonic=1 OtherRelated=0.193491 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.312704 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.97774 TargetFormality=0.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=4.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| Equivalence
[VP] ||| come around ||| came ||| PPDB2.0Score=4.84698 PPDB1.0Score=14.793580 -logp(LHS|e1)=0.52489 -logp(LHS|e2)=2.85652 -logp(e1|LHS)=14.92945 -logp(e1|e2)=10.31367 -logp(e1|e2,LHS)=7.37099 -logp(e2|LHS)=11.42733 -logp(e2|e1)=4.47991 -logp(e2|e1,LHS)=3.86886 Abstract=0 Adjacent=0 CharCountDiff=-7 CharLogCR=-1.01160 ContainsX=0 Equivalence=0.002724 Exclusion=0.001917 GlueRule=0 Identity=0 Independent=0.416977 Lex(e1|e2)=6.92510 Lex(e2|e1)=12.27960 Lexical=1 LogCount=1.38629 MVLSASim=NA Monotonic=1 OtherRelated=0.082756 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.495625 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.98653 TargetFormality=0.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=-1.00000 WordLogCR=-0.69315 ||| 0-0 1-0 ||| ForwardEntailment
[ADVP] ||| less then ||| less ||| PPDB2.0Score=4.83577 PPDB1.0Score=16.474510 -logp(LHS|e1)=2.24071 -logp(LHS|e2)=3.78131 -logp(e1|LHS)=15.54275 -logp(e1|e2)=12.11616 -logp(e1|e2,LHS)=9.42918 -logp(e2|LHS)=9.32554 -logp(e2|e1)=4.35835 -logp(e2|e1,LHS)=3.21198 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.81093 ContainsX=0 Equivalence=0.236732 Exclusion=0.009024 GlueRule=0 Identity=0 Independent=0.205917 Lex(e1|e2)=6.02742 Lex(e2|e1)=14.29514 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.376897 PhrasePenalty=1 RarityPenalty=0.01832 ReverseEntailment=0.171430 SourceTerminalsButNoTarget=0 SourceWords=2 TargetComplexity=0.90627 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=1 UnalignedTarget=0 WordCountDiff=-1 WordLenDiff=0 WordLogCR=-0.69315 ||| 0-0 1-0 ||| OtherRelated
